Gene stable ID	Gene name
ENSG00000274891	TRAPPC12
ENSG00000056558	TRAF1
ENSG00000113368	LMNB1
ENSG00000103351	CLUAP1
ENSG00000277909	SPC25
ENSG00000275326	NOSTRIN
ENSG00000155827	RNF20
ENSG00000134986	NREP
ENSG00000145358	DDIT4L
ENSG00000151466	SCLT1
ENSG00000136881	BAAT
ENSG00000124098	FAM210B
ENSG00000126249	PDCD2L
ENSG00000126368	NR1D1
ENSG00000126945	HNRNPH2
ENSG00000087586	AURKA
ENSG00000137055	PLAA
ENSG00000108651	UTP6
ENSG00000156970	BUB1B
ENSG00000124302	CHST8
ENSG00000273274	ZBTB8B
ENSG00000126602	TRAP1
ENSG00000161249	DMKN
ENSG00000111817	DSE
ENSG00000163879	DNALI1
ENSG00000154945	ANKRD40
ENSG00000254081	LINC01299
ENSG00000132840	BHMT2
ENSG00000070669	ASNS
ENSG00000164176	EDIL3
ENSG00000044012	GUCA2B
ENSG00000067798	NAV3
ENSG00000164902	PHAX
ENSG00000167083	GNGT2
ENSG00000058729	RIOK2
ENSG00000126067	PSMB2
ENSG00000114021	NIT2
ENSG00000068985	PAGE1
ENSG00000054118	THRAP3
ENSG00000114423	CBLB
ENSG00000283391	EEF1B2
ENSG00000112378	PERP
ENSG00000242265	PEG10
ENSG00000083307	GRHL2
ENSG00000113361	CDH6
ENSG00000131016	AKAP12
ENSG00000092201	SUPT16H
ENSG00000159339	PADI4
ENSG00000154529	CNTNAP3B
ENSG00000171813	PWWP2B
ENSG00000112742	TTK
ENSG00000138650	PCDH10
ENSG00000154678	PDE1C
ENSG00000126603	GLIS2
ENSG00000123562	MORF4L2
ENSG00000147592	LACTB2
ENSG00000214274	ANG
ENSG00000292155	RETSAT
ENSG00000067167	TRAM1
ENSG00000102001	CACNA1F
ENSG00000167656	LY6D
ENSG00000180318	ALX1
ENSG00000122861	PLAU
ENSG00000279643	TAMM41
ENSG00000173156	RHOD
ENSG00000171310	CHST11
ENSG00000153721	CNKSR3
ENSG00000148677	ANKRD1
ENSG00000092853	CLSPN
ENSG00000185215	TNFAIP2
ENSG00000168438	CDC40
ENSG00000130487	KLHDC7B
ENSG00000177410	ZFAS1
ENSG00000165959	CLMN
ENSG00000119125	GDA
ENSG00000248307	LINC00616
ENSG00000170017	ALCAM
ENSG00000283292	HNRNPCL3
ENSG00000173418	NAA20
ENSG00000123892	RAB38
ENSG00000139287	TPH2
ENSG00000069482	GAL
ENSG00000110660	SLC35F2
ENSG00000213626	LBH
ENSG00000168140	VASN
ENSG00000184788	SATL1
ENSG00000112972	HMGCS1
ENSG00000249992	TMEM158
ENSG00000134697	GNL2
ENSG00000135218	CD36
ENSG00000132669	RIN2
ENSG00000131711	MAP1B
ENSG00000115363	EVA1A
ENSG00000281758	KCNIP4
ENSG00000166143	PPP1R14D
ENSG00000103415	HMOX2
ENSG00000088833	NSFL1C
ENSG00000280641	CDH4
ENSG00000138764	CCNG2
ENSG00000198919	DZIP3
ENSG00000169213	RAB3B
ENSG00000115946	PNO1
ENSG00000262473	GART
ENSG00000176788	BASP1
ENSG00000184113	CLDN5
ENSG00000184949	FAM227A
ENSG00000180155	LYNX1
ENSG00000077684	JADE1
ENSG00000170290	SLN
ENSG00000124228	DDX27
ENSG00000101842	VSIG1
ENSG00000011260	UTP18
ENSG00000147604	RPL7
ENSG00000156298	TSPAN7
ENSG00000277273	CDK7
ENSG00000163814	CDCP1
ENSG00000169583	CLIC3
ENSG00000275499	ZNF280A
ENSG00000275013	PRAME
ENSG00000281580	LINC01060
ENSG00000175938	ORAI3
ENSG00000136986	DERL1
ENSG00000099377	HSD3B7
ENSG00000173114	LRRN3
ENSG00000186193	SAPCD2
ENSG00000127920	GNG11
ENSG00000275079	LPCAT1
ENSG00000197355	UAP1L1
ENSG00000075223	SEMA3C
ENSG00000281736	LINC01511
ENSG00000120539	MASTL
ENSG00000187860	CCDC157
ENSG00000188229	TUBB4B
ENSG00000135269	TES
ENSG00000116016	EPAS1
ENSG00000182111	ZNF716
ENSG00000170373	CST1
ENSG00000113532	ST8SIA4
ENSG00000292174	HCG11
ENSG00000167780	SOAT2
ENSG00000205302	SNX2
ENSG00000089048	ESF1
ENSG00000142279	WTIP
ENSG00000110675	ELMOD1
ENSG00000000419	DPM1
ENSG00000146374	RSPO3
ENSG00000105854	PON2
ENSG00000281184	PSMB1
ENSG00000112379	ARFGEF3
ENSG00000139318	DUSP6
ENSG00000173848	NET1
ENSG00000198125	MB
ENSG00000026559	KCNG1
ENSG00000196924	FLNA
ENSG00000168306	ACOX2
ENSG00000169302	STK32A
ENSG00000237440	ZNF737
ENSG00000001036	FUCA2
ENSG00000160886	LY6K
ENSG00000119899	SLC17A5
ENSG00000103510	KAT8
ENSG00000057608	GDI2
ENSG00000141232	TOB1
ENSG00000185559	DLK1
ENSG00000127990	SGCE
ENSG00000047249	ATP6V1H
ENSG00000134153	EMC7
ENSG00000180263	FGD6
ENSG00000138180	CEP55
ENSG00000214548	MEG3
ENSG00000128272	ATF4
ENSG00000280711	JADRR
ENSG00000112029	FBXO5
ENSG00000131013	PPIL4
ENSG00000163513	TGFBR2
ENSG00000148690	FRA10AC1
ENSG00000162407	PLPP3
ENSG00000103490	PYCARD
ENSG00000214513	NOTO
ENSG00000156831	NSMCE2
ENSG00000231094	PSORS1C1
ENSG00000197457	STMN3
ENSG00000223448	LTB
ENSG00000239836	PSMB9
ENSG00000175311	ANKS4B
ENSG00000170390	DCLK2
ENSG00000233439	PSORS1C1
ENSG00000234343	NEU1
ENSG00000100380	ST13
ENSG00000149380	P4HA3
ENSG00000226651	CLIC1
ENSG00000121152	NCAPH
ENSG00000011422	PLAUR
ENSG00000187522	HSPA14
ENSG00000264301	LINC01444
ENSG00000235067	TUBB
ENSG00000203727	SAMD5
ENSG00000008018	PSMB1
ENSG00000146411	SLC2A12
ENSG00000223367	RPS18
ENSG00000234475	HSPA1A
ENSG00000168785	TSPAN5
ENSG00000113272	THG1L
ENSG00000148798	INA
ENSG00000121578	B4GALT4
ENSG00000231555	HSPA1B
ENSG00000230700	CSNK2B
ENSG00000154864	PIEZO2
ENSG00000241394	HLA-DMA
ENSG00000152684	PELO
ENSG00000235744	HLA-DOA
ENSG00000147403	RPL10
ENSG00000125148	MT2A
ENSG00000166900	STX3
ENSG00000235487	PSORS1C1
ENSG00000226173	TAP1
ENSG00000162878	PKDCC
ENSG00000232960	CSNK2B
ENSG00000243189	HLA-DMA
ENSG00000205362	MT1A
ENSG00000160505	NLRP4
ENSG00000169688	MT1B
ENSG00000162385	MAGOH
ENSG00000237724	HSPA1A
ENSG00000119326	CTNNAL1
ENSG00000198417	MT1F
ENSG00000268894	PLCE1-AS1
ENSG00000173145	NOC3L
ENSG00000187193	MT1X
ENSG00000123080	CDKN2C
ENSG00000104332	SFRP1
ENSG00000130720	FIBCD1
ENSG00000258713	C20orf141
ENSG00000103316	CRYM
ENSG00000230128	IER3
ENSG00000171408	PDE7B
ENSG00000188483	IER5L
ENSG00000236632	HLA-E
ENSG00000225130	TRIM31
ENSG00000232367	TAP1
ENSG00000137699	TRIM29
ENSG00000145685	LHFPL2
ENSG00000231558	HLA-DOA
ENSG00000163110	PDLIM5
ENSG00000140740	UQCRC2
ENSG00000231834	HLA-A
ENSG00000204487	LTB
ENSG00000173334	TRIB1
ENSG00000170961	HAS2
ENSG00000229998	PPP1R18
ENSG00000156802	ATAD2
ENSG00000189114	BLOC1S3
ENSG00000230685	CLIC1
ENSG00000274827	LINC01297
ENSG00000227231	IER3
ENSG00000141293	SKAP1
ENSG00000234154	HLA-DMB
ENSG00000234078	DDR1
ENSG00000224320	HLA-A
ENSG00000131747	TOP2A
ENSG00000100889	PCK2
ENSG00000237155	IER3
ENSG00000203463	SLC44A4
ENSG00000226916	WDR46
ENSG00000107968	MAP3K8
ENSG00000236925	LTB
ENSG00000113657	DPYSL3
ENSG00000186625	KATNA1
ENSG00000235657	HLA-A
ENSG00000232575	TUBB
ENSG00000114638	UPK1B
ENSG00000138166	DUSP5
ENSG00000178952	TUFM
ENSG00000224608	HLA-B
ENSG00000233573	TRIM31
ENSG00000101255	TRIB3
ENSG00000234000	PPP1R18
ENSG00000122862	SRGN
ENSG00000135521	LTV1
ENSG00000227315	NEU1
ENSG00000115353	TACR1
ENSG00000229252	HLA-E
ENSG00000224212	TAP1
ENSG00000134046	MBD2
ENSG00000237022	HLA-C
ENSG00000138032	PPM1B
ENSG00000226264	HLA-DMB
ENSG00000232962	HLA-DOA
ENSG00000224501	HSPA1B
ENSG00000236443	PSMB8
ENSG00000145817	YIPF5
ENSG00000223957	NEU1
ENSG00000239329	HLA-DMB
ENSG00000230456	DDR1
ENSG00000135972	MRPS9
ENSG00000148688	RPP30
ENSG00000226248	CLIC1
ENSG00000157884	CIB4
ENSG00000214381	LINC00488
ENSG00000119801	YPEL5
ENSG00000230034	PSMB8
ENSG00000228263	SLC44A4
ENSG00000240118	PSMB9
ENSG00000233904	HLA-E
ENSG00000235650	RPS18
ENSG00000228299	HLA-C
ENSG00000158186	MRAS
ENSG00000078114	NEBL
ENSG00000137332	DDR1
ENSG00000092010	PSME1
ENSG00000243719	HLA-DMA
ENSG00000231479	SLC44A4
ENSG00000226402	TRIM31
ENSG00000227739	TUBB
ENSG00000204221	WDR46
ENSG00000231247	PPP1R18
ENSG00000235715	PSMB8
ENSG00000165810	BTNL9
ENSG00000197471	SPN
ENSG00000132854	KANK4
ENSG00000243067	PSMB9
ENSG00000228875	CSNK2B
ENSG00000100911	PSME2
ENSG00000233841	HLA-C
ENSG00000165868	HSPA12A
ENSG00000188508	KRTDAP
ENSG00000223532	HLA-B
ENSG00000164136	IL15
ENSG00000104450	SPAG1
ENSG00000265962	GACAT2
ENSG00000274488	LY6H
ENSG00000154027	AK5
ENSG00000278718	GSDMD
ENSG00000273594	EEF1D
ENSG00000131507	NDFIP1
ENSG00000074695	LMAN1
ENSG00000109971	HSPA8
ENSG00000170899	GSTA4
ENSG00000273889	FAM83H
ENSG00000231171	LINC01098
ENSG00000064651	SLC12A2
ENSG00000278488	NAPRT
ENSG00000137860	SLC28A2
ENSG00000183287	CCBE1
ENSG00000177984	LCN15
ENSG00000141469	SLC14A1
ENSG00000105173	CCNE1
ENSG00000104760	FGL1
ENSG00000159224	GIP
ENSG00000243137	PSG4
ENSG00000275594	ADAM32
ENSG00000068697	LAPTM4A
ENSG00000231742	LINC01273
ENSG00000281690	ADAMTS12
ENSG00000105971	CAV2
ENSG00000172216	CEBPB
ENSG00000166250	CLMP
ENSG00000128590	DNAJB9
ENSG00000149557	FEZ1
ENSG00000263639	MSMB
ENSG00000183668	PSG9
ENSG00000172086	KRCC1
ENSG00000292186	MAGEA3
ENSG00000122958	VPS26A
ENSG00000292188	CSAG1
ENSG00000292189	MAGEA12
ENSG00000292192	NSDHL
ENSG00000292195	MAGEA6
ENSG00000292196	ZNF185
ENSG00000281305	LINC00574
ENSG00000125823	CSTL1
ENSG00000164465	DCBLD1
ENSG00000090238	YPEL3
ENSG00000130935	NOL11
ENSG00000121621	KIF18A
ENSG00000101333	PLCB4
ENSG00000109674	NEIL3
ENSG00000156510	HKDC1
ENSG00000070540	WIPI1
ENSG00000137941	TTLL7
ENSG00000150628	SPATA4
ENSG00000146242	TPBG
ENSG00000198839	ZNF277
ENSG00000004848	ARX
ENSG00000189241	TSPYL1
ENSG00000150630	VEGFC
ENSG00000112984	KIF20A
ENSG00000163235	TGFA
ENSG00000175792	RUVBL1
ENSG00000232804	HSPA1B
ENSG00000115875	SRSF7
ENSG00000157379	DHRS1
ENSG00000230341	PPP1R18
ENSG00000228691	NEU1
ENSG00000184494	NEU1
ENSG00000227816	TAP1
ENSG00000218336	TENM3
ENSG00000231314	LTB
ENSG00000206450	HLA-B
ENSG00000292208	PQBP1
ENSG00000145779	TNFAIP8
ENSG00000133265	HSPBP1
ENSG00000198829	SUCNR1
ENSG00000101577	LPIN2
ENSG00000227715	HLA-A
ENSG00000235941	HSPA1A
ENSG00000224156	TUBB
ENSG00000242092	HLA-DMB
ENSG00000292210	PIM2
ENSG00000223531	TRIM31
ENSG00000230669	PSMB8
ENSG00000163121	NEURL3
ENSG00000225201	HLA-E
ENSG00000206493	HLA-E
ENSG00000149571	KIRREL3
ENSG00000206505	HLA-A
ENSG00000137393	RNF144B
ENSG00000168994	PXDC1
ENSG00000242361	HLA-DMA
ENSG00000135638	EMX1
ENSG00000009765	IYD
ENSG00000224542	TRIM31
ENSG00000235336	SLC44A4
ENSG00000225060	PPP1R18
ENSG00000100968	NFATC4
ENSG00000113196	HAND1
ENSG00000229684	TUBB
ENSG00000164611	PTTG1
ENSG00000108602	ALDH3A1
ENSG00000139354	GAS2L3
ENSG00000166396	SERPINB7
ENSG00000223680	DDR1
ENSG00000229215	HLA-A
ENSG00000138160	KIF11
ENSG00000198848	CES1
ENSG00000143013	LMO4
ENSG00000021355	SERPINB1
ENSG00000170542	SERPINB9
ENSG00000233734	PSORS1C1
ENSG00000142892	PIGK
ENSG00000158639	PAGE5
ENSG00000242711	PSMB9
ENSG00000064115	TM7SF3
ENSG00000225691	HLA-C
ENSG00000229767	DDR1
ENSG00000137397	TRIM31
ENSG00000232126	HLA-B
ENSG00000042286	AIFM2
ENSG00000145819	ARHGAP26
ENSG00000292204	GPKOW
ENSG00000180817	PPA1
ENSG00000243594	PSMB9
ENSG00000206406	CSNK2B
ENSG00000236237	LTB
ENSG00000221887	HMSD
ENSG00000166226	CCT2
ENSG00000005889	ZFX
ENSG00000206292	HLA-DOA
ENSG00000100353	EIF3D
ENSG00000224398	CSNK2B
ENSG00000114771	AADAC
ENSG00000215328	HSPA1A
ENSG00000226417	CLIC1
ENSG00000259863	SH3RF3-AS1
ENSG00000215522	DDR1
ENSG00000227129	NEU1
ENSG00000229077	SLC44A4
ENSG00000110172	CHORDC1
ENSG00000241674	HLA-DMB
ENSG00000183311	TUBB
ENSG00000096150	RPS18
ENSG00000128567	PODXL
ENSG00000119915	ELOVL3
ENSG00000206298	PSMB8
ENSG00000262771	SSBP1
ENSG00000150938	CRIM1
ENSG00000243958	PSMB9
ENSG00000242685	HLA-DMA
ENSG00000151729	SLC25A4
ENSG00000226201	PSMB8
ENSG00000240508	PSMB9
ENSG00000277586	NEFL
ENSG00000230705	TAP1
ENSG00000163541	SUCLG1
ENSG00000242386	HLA-DMB
ENSG00000239463	HLA-DMA
ENSG00000206452	HLA-C
ENSG00000260428	SCX
ENSG00000224168	TRIM31
ENSG00000230141	HLA-DOA
ENSG00000206478	IER3
ENSG00000167306	MYO5B
ENSG00000212866	HSPA1B
ENSG00000111802	TDP2
ENSG00000085117	CD82
ENSG00000226225	RPS18
ENSG00000206378	SLC44A4
ENSG00000112304	ACOT13
ENSG00000188883	KLRG2
ENSG00000236222	WDR46
ENSG00000235030	IER3
ENSG00000227794	RPS18
ENSG00000127955	GNAI1
ENSG00000129226	CD68
ENSG00000232957	HLA-DOA
ENSG00000119314	PTBP3
ENSG00000056678	KIFC1
ENSG00000022267	FHL1
ENSG00000171509	RXFP1
ENSG00000276184	UPK3B
ENSG00000206485	PPP1R18
ENSG00000223980	HLA-A
ENSG00000282379	DTX2
ENSG00000206297	TAP1
ENSG00000206394	CLIC1
ENSG00000233450	KIFC1
ENSG00000273372	SFTPD-AS1
ENSG00000105171	POP4
ENSG00000118985	ELL2
ENSG00000206437	LTB
ENSG00000236428	PPP1R18
ENSG00000131459	GFPT2
ENSG00000206435	HLA-C
ENSG00000241296	HLA-DMB
ENSG00000206284	WDR46
ENSG00000206458	PSORS1C1
ENSG00000228964	HLA-B
ENSG00000204197	KIFC1
ENSG00000110318	CEP126
ENSG00000129194	SOX15
ENSG00000150551	LYPD1
ENSG00000114200	BCHE
ENSG00000148734	NPFFR1
ENSG00000188505	NCCRP1
ENSG00000224748	TAP1
ENSG00000158050	DUSP2
ENSG00000230254	HLA-E
ENSG00000115091	ACTR3
ENSG00000149273	RPS3
ENSG00000282607	MGAM
ENSG00000070601	FRMPD1
ENSG00000276785	PRSS58
ENSG00000088205	DDX18
ENSG00000164609	SLU7
ENSG00000275575	PTP4A3
ENSG00000243215	HLA-DMA
ENSG00000238114	LTB
ENSG00000006712	PAF1
ENSG00000232421	TUBB
ENSG00000231631	PSMB8
ENSG00000169908	TM4SF1
ENSG00000232180	SLC44A4
ENSG00000067334	DNTTIP2
ENSG00000223639	CLIC1
ENSG00000276559	BAAT
ENSG00000276539	PLPPR1
ENSG00000224774	CSNK2B
ENSG00000160948	VPS28
ENSG00000128016	ZFP36
ENSG00000142949	PTPRF
ENSG00000158555	GDPD5
ENSG00000280741	LINC00685
ENSG00000234846	NEU1
ENSG00000129244	ATP1B2
ENSG00000108947	EFNB3
ENSG00000261236	BOP1
ENSG00000087250	MT3
ENSG00000164120	HPGD
ENSG00000148634	HERC4
ENSG00000100567	PSMA3
ENSG00000149257	SERPINH1
ENSG00000006327	TNFRSF12A
ENSG00000116133	DHCR24
ENSG00000109072	VTN
ENSG00000103671	TRIP4
ENSG00000168675	LDLRAD4
ENSG00000111845	PAK1IP1
ENSG00000022567	SLC45A4
ENSG00000156697	UTP14A
ENSG00000103227	LMF1
ENSG00000032219	ARID4A
ENSG00000185651	UBE2L3
ENSG00000160963	COL26A1
ENSG00000196507	TCEAL3
ENSG00000104419	NDRG1
ENSG00000123576	ESX1
ENSG00000176396	EID2
ENSG00000115641	FHL2
ENSG00000160013	PTGIR
ENSG00000197380	DACT3
ENSG00000120437	ACAT2
ENSG00000049130	KITLG
ENSG00000130545	CRB3
ENSG00000120438	TCP1
ENSG00000167705	RILP
ENSG00000168917	SLC35G2
ENSG00000185561	TLCD2
ENSG00000167711	SERPINF2
ENSG00000232119	MCTS1
ENSG00000263417	GTSCR1
ENSG00000171155	C1GALT1C1
ENSG00000255112	CHMP1B
ENSG00000132386	SERPINF1
ENSG00000125991	ERGIC3
ENSG00000125657	TNFSF9
ENSG00000125726	CD70
ENSG00000128045	RASL11B
ENSG00000156110	ADK
ENSG00000068831	RASGRP2
ENSG00000185745	IFIT1
ENSG00000169548	ZNF280A
ENSG00000125398	SOX9
ENSG00000185686	PRAME
ENSG00000170627	GTSF1
ENSG00000168209	DDIT4
ENSG00000106028	SSBP1
ENSG00000132467	UTP3
ENSG00000137936	BCAR3
ENSG00000163584	RPL22L1
ENSG00000107937	GTPBP4
ENSG00000125731	SH2D3A
ENSG00000069849	ATP1B3
ENSG00000064393	HIPK2
ENSG00000117519	CNN3
ENSG00000134215	VAV3
ENSG00000068976	PYGM
ENSG00000163655	GMPS
ENSG00000162989	KCNJ3
ENSG00000109471	IL2
ENSG00000181634	TNFSF15
ENSG00000100592	DAAM1
ENSG00000164904	ALDH7A1
ENSG00000138617	PARP16
ENSG00000046647	GEMIN8
ENSG00000185022	MAFF
ENSG00000128708	HAT1
ENSG00000125352	RNF113A
ENSG00000170608	FOXA3
ENSG00000165102	HGSNAT
ENSG00000188624	IGFL3
ENSG00000110047	EHD1
ENSG00000135047	CTSL
ENSG00000121104	FAM117A
ENSG00000081320	STK17B
ENSG00000149735	GPHA2
ENSG00000064195	DLX3
ENSG00000164104	HMGB2
ENSG00000164105	SAP30
ENSG00000164713	BRI3
ENSG00000227471	AKR1B15
ENSG00000183072	NKX2-5
ENSG00000137962	ARHGAP29
ENSG00000116120	FARSB
ENSG00000244734	HBB
ENSG00000189369	GSPT2
ENSG00000109805	NCAPG
ENSG00000150540	HNMT
ENSG00000213931	HBE1
ENSG00000125835	SNRPB
ENSG00000079739	PGM1
ENSG00000171992	SYNPO
ENSG00000120725	SIL1
ENSG00000198612	COPS8
ENSG00000165029	ABCA1
ENSG00000116774	OLFML3
ENSG00000023909	GCLM
ENSG00000138109	CYP2C9
ENSG00000175183	CSRP2
ENSG00000165376	CLDN2
ENSG00000168924	LETM1
ENSG00000004468	CD38
ENSG00000165046	LETM2
ENSG00000225442	MPRIP-AS1
ENSG00000214357	NEURL1B
ENSG00000137440	FGFBP1
ENSG00000137441	FGFBP2
ENSG00000260230	FRRS1L
ENSG00000120833	SOCS2
ENSG00000141030	COPS3
ENSG00000096872	IFT74
ENSG00000185880	TRIM69
ENSG00000134001	EIF2S1
ENSG00000258223	PRSS58
ENSG00000102189	EEA1
ENSG00000100558	PLEK2
ENSG00000107798	LIPA
ENSG00000130347	RTN4IP1
ENSG00000176746	MAGEB6
ENSG00000121022	COPS5
ENSG00000189057	FAM111B
ENSG00000197498	RPF2
ENSG00000141026	MED9
ENSG00000266835	GAPLINC
ENSG00000108551	RASD1
ENSG00000119917	IFIT3
ENSG00000124143	ARHGAP40
ENSG00000178776	C5orf46
ENSG00000068079	IFI35
ENSG00000240204	SMKR1
ENSG00000181449	SOX2
ENSG00000155876	RRAGA
ENSG00000198682	PAPSS2
ENSG00000177156	TALDO1
ENSG00000204540	PSORS1C1
ENSG00000122735	DNAI1
ENSG00000166825	ANPEP
ENSG00000166848	TERF2IP
ENSG00000168913	ENHO
ENSG00000167740	CYB5D2
ENSG00000136535	TBR1
ENSG00000068394	GPKOW
ENSG00000150347	ARID5B
ENSG00000167703	SLC43A2
ENSG00000235034	C19orf81
ENSG00000172965	MIR4435-2HG
ENSG00000180921	FAM83H
ENSG00000184524	CEND1
ENSG00000075188	NUP37
ENSG00000081181	ARG2
ENSG00000113742	CPEB4
ENSG00000123131	PRDX4
ENSG00000197019	SERTAD1
ENSG00000123130	ACOT9
ENSG00000084092	NOA1
ENSG00000186480	INSIG1
ENSG00000179751	SYCN
ENSG00000182718	ANXA2
ENSG00000133030	MPRIP
ENSG00000261609	GAN
ENSG00000139988	RDH12
ENSG00000085662	AKR1B1
ENSG00000184831	APOO
ENSG00000100097	LGALS1
ENSG00000163453	IGFBP7
ENSG00000111144	LTA4H
ENSG00000153391	INO80C
ENSG00000170835	CEL
ENSG00000122779	TRIM24
ENSG00000164111	ANXA5
ENSG00000046604	DSG2
ENSG00000100883	SRP54
ENSG00000188536	HBA2
ENSG00000206172	HBA1
ENSG00000086506	HBQ1
ENSG00000182810	DDX28
ENSG00000074527	NTN4
ENSG00000095739	BAMBI
ENSG00000163510	CWC22
ENSG00000198074	AKR1B10
ENSG00000068366	ACSL4
ENSG00000091732	ZC3HC1
ENSG00000100196	KDELR3
ENSG00000164574	GALNT10
ENSG00000123737	EXOSC9
ENSG00000130643	CALY
ENSG00000073050	XRCC1
ENSG00000165828	PRAP1
ENSG00000177666	PNPLA2
ENSG00000128311	TST
ENSG00000179091	CYC1
ENSG00000177685	CRACR2B
ENSG00000127528	KLF2
ENSG00000146966	DENND2A
ENSG00000065268	WDR18
ENSG00000170175	CHRNB1
ENSG00000145386	CCNA2
ENSG00000101782	RIOK3
ENSG00000163083	INHBB
ENSG00000128283	CDC42EP1
ENSG00000148303	RPL7A
ENSG00000100079	LGALS2
ENSG00000141458	NPC1
ENSG00000132518	GUCY2D
ENSG00000162664	ZNF326
ENSG00000154065	ANKRD29
ENSG00000164938	TP53INP1
ENSG00000019186	CYP24A1
ENSG00000109743	BST1
ENSG00000179111	HES7
ENSG00000253626	EIF5AL1
ENSG00000092140	G2E3
ENSG00000169903	TM4SF4
ENSG00000064787	BCAS1
ENSG00000215018	COL28A1
ENSG00000188042	ARL4C
ENSG00000087076	HSD17B14
ENSG00000177283	FZD8
ENSG00000104808	DHDH
ENSG00000160326	SLC2A6
ENSG00000088992	TESC
ENSG00000102174	PHEX
ENSG00000135960	EDAR
ENSG00000136943	CTSV
ENSG00000109846	CRYAB
ENSG00000114796	KLHL24
ENSG00000105856	HBP1
ENSG00000215251	FASTKD5
ENSG00000065809	FAM107B
ENSG00000196544	BORCS6
ENSG00000178999	AURKB
ENSG00000065183	WDR3
ENSG00000102287	GABRE
ENSG00000170099	SERPINA6
ENSG00000197249	SERPINA1
ENSG00000100983	GSS
ENSG00000164778	EN2
ENSG00000175600	SUGCT
ENSG00000140961	OSGIN1
ENSG00000221946	FXYD7
ENSG00000143631	FLG
ENSG00000089327	FXYD5
ENSG00000154099	DNAAF1
ENSG00000243955	GSTA1
ENSG00000129484	PARP2
ENSG00000150782	IL18
ENSG00000134962	KLB
ENSG00000170775	GPR37
ENSG00000213397	HAUS7
ENSG00000044574	HSPA5
ENSG00000198844	ARHGEF15
ENSG00000113924	HGD
ENSG00000115844	DLX2
ENSG00000130066	SAT1
ENSG00000168090	COPS6
ENSG00000179115	FARSA
ENSG00000161970	RPL26
ENSG00000112343	TRIM38
ENSG00000266975	FARSA-AS1
ENSG00000109814	UGDH
ENSG00000126890	CTAG2
ENSG00000143520	FLG2
ENSG00000166596	CFAP52
ENSG00000105810	CDK6
ENSG00000140379	BCL2A1
ENSG00000140682	TGFB1I1
ENSG00000240875	LINC00886
ENSG00000165695	AK8
ENSG00000163638	ADAMTS9
ENSG00000065325	GLP2R
ENSG00000169184	MN1
ENSG00000095752	IL11
ENSG00000214717	ZBED1
ENSG00000230542	LINC00102
ENSG00000227507	LTB
ENSG00000233493	TMEM238
ENSG00000108107	RPL28
ENSG00000186198	SLC51B
ENSG00000108106	UBE2S
ENSG00000104412	EMC2
ENSG00000163155	LYSMD1
ENSG00000173905	GOLIM4
ENSG00000024526	DEPDC1
ENSG00000104408	EIF3E
ENSG00000182636	NDN
ENSG00000137819	PAQR5
ENSG00000101040	ZMYND8
ENSG00000151892	GFRA1
ENSG00000072506	HSD17B10
ENSG00000171425	ZNF581
ENSG00000114315	HES1
ENSG00000137807	KIF23
ENSG00000173267	SNCG
ENSG00000227051	C14orf132
ENSG00000006652	IFRD1
ENSG00000188100	FAM25A
ENSG00000168398	BDKRB2
ENSG00000136048	DRAM1
ENSG00000174939	ASPHD1
ENSG00000240541	TM4SF1-AS1
ENSG00000163959	SLC51A
ENSG00000137947	GTF2B
ENSG00000127324	TSPAN8
ENSG00000149925	ALDOA
ENSG00000179083	FAM133A
ENSG00000165929	TC2N
ENSG00000123384	LRP1
ENSG00000184371	CSF1
ENSG00000147381	MAGEA4
ENSG00000137710	RDX
ENSG00000170222	ADPRM
ENSG00000184205	TSPYL2
ENSG00000123338	NCKAP1L
ENSG00000148516	ZEB1
ENSG00000165280	VCP
ENSG00000013275	PSMC4
ENSG00000187187	ZNF546
ENSG00000143198	MGST3
ENSG00000197140	ADAM32
ENSG00000143621	ILF2
ENSG00000170231	FABP6
ENSG00000156574	NODAL
ENSG00000152422	XRCC4
ENSG00000132911	NMUR2
ENSG00000108010	GLRX3
ENSG00000162040	HS3ST6
ENSG00000147852	VLDLR
ENSG00000136732	GYPC
ENSG00000198771	RCSD1
ENSG00000080511	RDH8
ENSG00000147601	TERF1
ENSG00000158077	NLRP14
ENSG00000137563	GGH
ENSG00000124659	TBCC
ENSG00000115221	ITGB6
ENSG00000135074	ADAM19
ENSG00000103274	NUBP1
ENSG00000130810	PPAN
ENSG00000242574	HLA-DMB
ENSG00000204257	HLA-DMA
ENSG00000130811	EIF3G
ENSG00000168439	STIP1
ENSG00000171453	POLR1C
ENSG00000198915	RASGEF1A
ENSG00000130592	LSP1
ENSG00000004948	CALCR
ENSG00000104368	PLAT
ENSG00000115539	PDCL3
ENSG00000176170	SPHK1
ENSG00000163082	SGPP2
ENSG00000198538	ZNF28
ENSG00000257335	MGAM
ENSG00000163900	TMEM41A
ENSG00000120805	ARL1
ENSG00000166851	PLK1
ENSG00000090530	P3H2
ENSG00000161544	CYGB
ENSG00000123104	ITPR2
ENSG00000144339	TMEFF2
ENSG00000047410	TPR
ENSG00000187446	CHP1
ENSG00000108176	DNAJC12
ENSG00000136802	LRRC8A
ENSG00000070526	ST6GALNAC1
ENSG00000096717	SIRT1
ENSG00000104147	OIP5
ENSG00000137804	NUSAP1
ENSG00000135090	TAOK3
ENSG00000162063	CCNF
