"interaction","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::fusion","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"pp","9606.ENSP00000300151 (pp) 9606.ENSP00000306548","false","pp","9606.ENSP00000300151 (pp) 9606.ENSP00000306548","0.59",,,"0.995",,,"0.07","0.998","0.439"
"pp","9606.ENSP00000225831 (pp) 9606.ENSP00000360266","false","pp","9606.ENSP00000225831 (pp) 9606.ENSP00000360266","0.083",,"0.9",,,,,"0.98","0.8"
"pp","9606.ENSP00000300151 (pp) 9606.ENSP00000364320","false","pp","9606.ENSP00000300151 (pp) 9606.ENSP00000364320","0.603",,,"0.497",,,"0.086","0.833","0.194"
"pp","9606.ENSP00000225831 (pp) 9606.ENSP00000296027","false","pp","9606.ENSP00000225831 (pp) 9606.ENSP00000296027","0.495",,,,,,,"0.891","0.794"
"pp","9606.ENSP00000225831 (pp) 9606.ENSP00000264657","false","pp","9606.ENSP00000225831 (pp) 9606.ENSP00000264657","0.104",,"0.5",,,,,"0.867","0.728"
"pp","9606.ENSP00000300151 (pp) 9606.ENSP00000446252","false","pp","9606.ENSP00000300151 (pp) 9606.ENSP00000446252","0.124",,,"0.76",,,"0.042","0.815","0.194"
"pp","9606.ENSP00000225831 (pp) 9606.ENSP00000398632","false","pp","9606.ENSP00000225831 (pp) 9606.ENSP00000398632","0.175",,,,,,,"0.815","0.786"
"pp","9606.ENSP00000226218 (pp) 9606.ENSP00000315130","false","pp","9606.ENSP00000226218 (pp) 9606.ENSP00000315130","0.112",,,,,,,"0.962","0.96"
"pp","9606.ENSP00000225831 (pp) 9606.ENSP00000280357","false","pp","9606.ENSP00000225831 (pp) 9606.ENSP00000280357","0.048",,"0.4",,,,,"0.881","0.809"
"pp","9606.ENSP00000300151 (pp) 9606.ENSP00000484903","false","pp","9606.ENSP00000300151 (pp) 9606.ENSP00000484903","0.256",,,"0.818",,,,"0.89","0.259"
"pp","9606.ENSP00000226218 (pp) 9606.ENSP00000254301","false","pp","9606.ENSP00000226218 (pp) 9606.ENSP00000254301","0.057",,,,,,,"0.868","0.866"
"pp","9606.ENSP00000300151 (pp) 9606.ENSP00000329915","false","pp","9606.ENSP00000300151 (pp) 9606.ENSP00000329915","0.359",,,"0.777",,,,"0.889","0.288"
"pp","9606.ENSP00000300151 (pp) 9606.ENSP00000390647","false","pp","9606.ENSP00000300151 (pp) 9606.ENSP00000390647","0.107",,,"0.875",,,,"0.893","0.116"
"pp","9606.ENSP00000300151 (pp) 9606.ENSP00000381736","false","pp","9606.ENSP00000300151 (pp) 9606.ENSP00000381736","0.698",,,"0.189",,,"0.047","0.828","0.353"
"pp","9606.ENSP00000226218 (pp) 9606.ENSP00000370473","false","pp","9606.ENSP00000226218 (pp) 9606.ENSP00000370473","0.072",,,,,,,"0.864","0.86"
"pp","9606.ENSP00000300151 (pp) 9606.ENSP00000417602","false","pp","9606.ENSP00000300151 (pp) 9606.ENSP00000417602","0.175",,,"0.997",,,,"0.998","0.336"
"pp","9606.ENSP00000226218 (pp) 9606.ENSP00000361850","false","pp","9606.ENSP00000226218 (pp) 9606.ENSP00000361850","0.055",,"0.54","0.8",,,,"0.998","0.988"
"pp","9606.ENSP00000300151 (pp) 9606.ENSP00000313877","false","pp","9606.ENSP00000300151 (pp) 9606.ENSP00000313877","0.619",,"0.5","0.095",,,"0.042","0.845","0.207"
"pp","9606.ENSP00000225831 (pp) 9606.ENSP00000354394","false","pp","9606.ENSP00000225831 (pp) 9606.ENSP00000354394","0.137",,,,,,,"0.831","0.813"
"pp","9606.ENSP00000226218 (pp) 9606.ENSP00000451040","false","pp","9606.ENSP00000226218 (pp) 9606.ENSP00000451040",,,,,,,,"0.88","0.88"
"pp","9606.ENSP00000226218 (pp) 9606.ENSP00000261023","false","pp","9606.ENSP00000226218 (pp) 9606.ENSP00000261023","0.055",,"0.9","0.236",,,,"0.999","0.999"
"pp","9606.ENSP00000226218 (pp) 9606.ENSP00000346839","false","pp","9606.ENSP00000226218 (pp) 9606.ENSP00000346839","0.067",,,,,,,"0.999","0.999"
"pp","9606.ENSP00000226218 (pp) 9606.ENSP00000339328","false","pp","9606.ENSP00000226218 (pp) 9606.ENSP00000339328",,,"0.54","0.946",,,,"0.999","0.996"
"pp","9606.ENSP00000300289 (pp) 9606.ENSP00000385385","false","pp","9606.ENSP00000300289 (pp) 9606.ENSP00000385385","0.601",,,"0.374",,,,"0.916","0.692"
"pp","9606.ENSP00000226218 (pp) 9606.ENSP00000378517","false","pp","9606.ENSP00000226218 (pp) 9606.ENSP00000378517","0.06",,,,,,,"0.964","0.964"
"pp","9606.ENSP00000300289 (pp) 9606.ENSP00000363641","false","pp","9606.ENSP00000300289 (pp) 9606.ENSP00000363641","0.099",,,"0.059",,,,"0.849","0.836"
"pp","9606.ENSP00000300289 (pp) 9606.ENSP00000380070","false","pp","9606.ENSP00000300289 (pp) 9606.ENSP00000380070","0.129",,,"0.079",,,,"0.848","0.827"
"pp","9606.ENSP00000300289 (pp) 9606.ENSP00000414398","false","pp","9606.ENSP00000300289 (pp) 9606.ENSP00000414398","0.268",,,"0.269",,,,"0.817","0.686"
"pp","9606.ENSP00000226218 (pp) 9606.ENSP00000252486","false","pp","9606.ENSP00000226218 (pp) 9606.ENSP00000252486","0.14",,,"0.045",,,,"0.989","0.989"
"pp","9606.ENSP00000300289 (pp) 9606.ENSP00000360609","false","pp","9606.ENSP00000300289 (pp) 9606.ENSP00000360609","0.108",,,"0.092",,,,"0.851","0.831"
"pp","9606.ENSP00000300289 (pp) 9606.ENSP00000379873","false","pp","9606.ENSP00000300289 (pp) 9606.ENSP00000379873","0.064",,"0.9","0.897",,,,"0.993","0.418"
"pp","9606.ENSP00000226218 (pp) 9606.ENSP00000315190","false","pp","9606.ENSP00000226218 (pp) 9606.ENSP00000315190","0.056",,"0.65",,,,,"0.806","0.461"
"pp","9606.ENSP00000300289 (pp) 9606.ENSP00000437125","false","pp","9606.ENSP00000300289 (pp) 9606.ENSP00000437125","0.1",,,"0.267",,,,"0.888","0.844"
"pp","9606.ENSP00000226218 (pp) 9606.ENSP00000361818","false","pp","9606.ENSP00000226218 (pp) 9606.ENSP00000361818",,,"0.5",,,,,"0.829","0.673"
"pp","9606.ENSP00000226218 (pp) 9606.ENSP00000415786","false","pp","9606.ENSP00000226218 (pp) 9606.ENSP00000415786","0.08",,,,,,,"0.803","0.795"
"pp","9606.ENSP00000300403 (pp) 9606.ENSP00000335357","false","pp","9606.ENSP00000300403 (pp) 9606.ENSP00000335357","0.788",,,"0.044",,,,"0.818","0.178"
"pp","9606.ENSP00000226218 (pp) 9606.ENSP00000398632","false","pp","9606.ENSP00000226218 (pp) 9606.ENSP00000398632","0.055",,,,,,,"0.863","0.861"
"pp","9606.ENSP00000226218 (pp) 9606.ENSP00000260356","false","pp","9606.ENSP00000226218 (pp) 9606.ENSP00000260356","0.042",,,,,,,"0.826","0.826"
"pp","9606.ENSP00000226796 (pp) 9606.ENSP00000419851","false","pp","9606.ENSP00000226796 (pp) 9606.ENSP00000419851","0.776",,,,,,"0.046","0.823","0.239"
"pp","9606.ENSP00000300289 (pp) 9606.ENSP00000324173","false","pp","9606.ENSP00000300289 (pp) 9606.ENSP00000324173","0.777",,"0.5","0.539",,,,"0.999","0.986"
"pp","9606.ENSP00000226796 (pp) 9606.ENSP00000478982","false","pp","9606.ENSP00000226796 (pp) 9606.ENSP00000478982","0.33",,"0.36","0.497",,,,"0.837","0.334"
"pp","9606.ENSP00000300403 (pp) 9606.ENSP00000355922","false","pp","9606.ENSP00000300403 (pp) 9606.ENSP00000355922","0.83",,,,,,,"0.954","0.746"
"pp","9606.ENSP00000300289 (pp) 9606.ENSP00000497910","false","pp","9606.ENSP00000300289 (pp) 9606.ENSP00000497910","0.044",,"0.9","0.8",,,,"0.999","0.983"
"pp","9606.ENSP00000300403 (pp) 9606.ENSP00000361540","false","pp","9606.ENSP00000300403 (pp) 9606.ENSP00000361540","0.858",,,,,,,"0.961","0.736"
"pp","9606.ENSP00000226796 (pp) 9606.ENSP00000244230","false","pp","9606.ENSP00000226796 (pp) 9606.ENSP00000244230","0.44",,"0.72",,,,,"0.868","0.231"
"pp","9606.ENSP00000300403 (pp) 9606.ENSP00000418960","false","pp","9606.ENSP00000300403 (pp) 9606.ENSP00000418960","0.364",,,"0.636",,,,"0.922","0.691"
"pp","9606.ENSP00000300403 (pp) 9606.ENSP00000302530","false","pp","9606.ENSP00000300403 (pp) 9606.ENSP00000302530","0.848",,,,,,,"0.958","0.74"
"pp","9606.ENSP00000226796 (pp) 9606.ENSP00000264279","false","pp","9606.ENSP00000226796 (pp) 9606.ENSP00000264279","0.84",,"0.72","0.299",,,"0.059","0.985","0.59"
"pp","9606.ENSP00000300403 (pp) 9606.ENSP00000301633","false","pp","9606.ENSP00000300403 (pp) 9606.ENSP00000301633","0.853",,,"0.102",,,,"0.952","0.673"
"pp","9606.ENSP00000226796 (pp) 9606.ENSP00000364320","false","pp","9606.ENSP00000226796 (pp) 9606.ENSP00000364320","0.755",,,,,,,"0.817","0.287"
"pp","9606.ENSP00000226796 (pp) 9606.ENSP00000361982","false","pp","9606.ENSP00000226796 (pp) 9606.ENSP00000361982","0.414",,,"0.778",,,,"0.907","0.345"
"pp","9606.ENSP00000300403 (pp) 9606.ENSP00000363524","false","pp","9606.ENSP00000300403 (pp) 9606.ENSP00000363524","0.861",,,,,,,"0.965","0.765"
"pp","9606.ENSP00000227266 (pp) 9606.ENSP00000365230","false","pp","9606.ENSP00000227266 (pp) 9606.ENSP00000365230",,,"0.9",,,,,"0.91","0.137"
"pp","9606.ENSP00000226796 (pp) 9606.ENSP00000385410","false","pp","9606.ENSP00000226796 (pp) 9606.ENSP00000385410","0.72",,"0.36","0.088",,,,"0.915","0.542"
"pp","9606.ENSP00000227507 (pp) 9606.ENSP00000306245","false","pp","9606.ENSP00000227507 (pp) 9606.ENSP00000306245","0.055",,"0.5","0.469",,,,"0.942","0.799"
"pp","9606.ENSP00000300403 (pp) 9606.ENSP00000377492","false","pp","9606.ENSP00000300403 (pp) 9606.ENSP00000377492","0.8",,,"0.329",,,,"0.979","0.857"
"pp","9606.ENSP00000227507 (pp) 9606.ENSP00000437125","false","pp","9606.ENSP00000227507 (pp) 9606.ENSP00000437125","0.056",,,"0.515",,,,"0.945","0.891"
"pp","9606.ENSP00000300403 (pp) 9606.ENSP00000355966","false","pp","9606.ENSP00000300403 (pp) 9606.ENSP00000355966","0.818",,,,,,,"0.942","0.696"
"pp","9606.ENSP00000300403 (pp) 9606.ENSP00000377536","false","pp","9606.ENSP00000300403 (pp) 9606.ENSP00000377536","0.77",,,,,,,"0.921","0.674"
"pp","9606.ENSP00000300403 (pp) 9606.ENSP00000377793","false","pp","9606.ENSP00000300403 (pp) 9606.ENSP00000377793","0.998",,,"0.292",,,,"0.999","0.378"
"pp","9606.ENSP00000227266 (pp) 9606.ENSP00000251047","false","pp","9606.ENSP00000227266 (pp) 9606.ENSP00000251047","0.045",,"0.5",,,,,"0.811","0.638"
"pp","9606.ENSP00000300403 (pp) 9606.ENSP00000360540","false","pp","9606.ENSP00000300403 (pp) 9606.ENSP00000360540","0.805",,,,,,,"0.944","0.727"
"pp","9606.ENSP00000300403 (pp) 9606.ENSP00000353770","false","pp","9606.ENSP00000300403 (pp) 9606.ENSP00000353770","0.812",,,,,,,"0.943","0.713"
"pp","9606.ENSP00000227507 (pp) 9606.ENSP00000378699","false","pp","9606.ENSP00000227507 (pp) 9606.ENSP00000378699","0.138",,,"0.867",,,,"0.998","0.984"
"pp","9606.ENSP00000300403 (pp) 9606.ENSP00000411532","false","pp","9606.ENSP00000300403 (pp) 9606.ENSP00000411532","0.855",,,,,,,"0.942","0.623"
"pp","9606.ENSP00000227507 (pp) 9606.ENSP00000418268","false","pp","9606.ENSP00000227507 (pp) 9606.ENSP00000418268","0.067",,,"0.799",,,,"0.839","0.211"
"pp","9606.ENSP00000227507 (pp) 9606.ENSP00000275493","false","pp","9606.ENSP00000227507 (pp) 9606.ENSP00000275493","0.141",,,"0.107",,,,"0.841","0.809"
"pp","9606.ENSP00000300403 (pp) 9606.ENSP00000357643","false","pp","9606.ENSP00000300403 (pp) 9606.ENSP00000357643","0.811",,,"0.292",,,,"0.954","0.687"
"pp","9606.ENSP00000227507 (pp) 9606.ENSP00000478887","false","pp","9606.ENSP00000227507 (pp) 9606.ENSP00000478887","0.067",,"0.4",,,,,"0.969","0.951"
"pp","9606.ENSP00000227507 (pp) 9606.ENSP00000345571","false","pp","9606.ENSP00000227507 (pp) 9606.ENSP00000345571","0.062",,"0.5","0.068",,,,"0.938","0.877"
"pp","9606.ENSP00000227507 (pp) 9606.ENSP00000256078","false","pp","9606.ENSP00000227507 (pp) 9606.ENSP00000256078","0.058",,,"0.101",,,,"0.835","0.822"
"pp","9606.ENSP00000300403 (pp) 9606.ENSP00000428489","false","pp","9606.ENSP00000300403 (pp) 9606.ENSP00000428489","0.829",,,"0.068",,,,"0.945","0.683"
"pp","9606.ENSP00000227507 (pp) 9606.ENSP00000495360","false","pp","9606.ENSP00000227507 (pp) 9606.ENSP00000495360","0.074",,"0.5","0.3",,,,"0.972","0.926"
"pp","9606.ENSP00000300403 (pp) 9606.ENSP00000378699","false","pp","9606.ENSP00000300403 (pp) 9606.ENSP00000378699","0.826",,,"0.045",,,,"0.952","0.736"
"pp","9606.ENSP00000300403 (pp) 9606.ENSP00000481465","false","pp","9606.ENSP00000300403 (pp) 9606.ENSP00000481465","0.664",,,,,,,"0.864","0.612"
"pp","9606.ENSP00000300403 (pp) 9606.ENSP00000313950","false","pp","9606.ENSP00000300403 (pp) 9606.ENSP00000313950","0.687",,,"0.297",,,,"0.94","0.751"
"pp","9606.ENSP00000227507 (pp) 9606.ENSP00000265734","false","pp","9606.ENSP00000227507 (pp) 9606.ENSP00000265734","0.113",,"0.9","0.995",,,,"0.999","0.998"
"pp","9606.ENSP00000300403 (pp) 9606.ENSP00000404190","false","pp","9606.ENSP00000300403 (pp) 9606.ENSP00000404190","0.601",,,,,,,"0.864","0.674"
"pp","9606.ENSP00000300403 (pp) 9606.ENSP00000442068","false","pp","9606.ENSP00000300403 (pp) 9606.ENSP00000442068","0.835",,,,,,,"0.881","0.308"
"pp","9606.ENSP00000227507 (pp) 9606.ENSP00000380070","false","pp","9606.ENSP00000227507 (pp) 9606.ENSP00000380070","0.06",,,,,,,"0.819","0.816"
"pp","9606.ENSP00000300403 (pp) 9606.ENSP00000356319","false","pp","9606.ENSP00000300403 (pp) 9606.ENSP00000356319","0.779",,,"0.292",,,,"0.903","0.431"
"pp","9606.ENSP00000227507 (pp) 9606.ENSP00000319169","false","pp","9606.ENSP00000227507 (pp) 9606.ENSP00000319169","0.067",,"0.5","0.517",,,,"0.903","0.622"
"pp","9606.ENSP00000227507 (pp) 9606.ENSP00000258149","false","pp","9606.ENSP00000227507 (pp) 9606.ENSP00000258149","0.055",,,"0.292",,,,"0.926","0.898"
"pp","9606.ENSP00000300403 (pp) 9606.ENSP00000356379","false","pp","9606.ENSP00000300403 (pp) 9606.ENSP00000356379","0.828",,,,,,,"0.949","0.717"
"pp","9606.ENSP00000227507 (pp) 9606.ENSP00000494750","false","pp","9606.ENSP00000227507 (pp) 9606.ENSP00000494750","0.063",,,,,,,"0.811","0.807"
"pp","9606.ENSP00000227507 (pp) 9606.ENSP00000262662","false","pp","9606.ENSP00000227507 (pp) 9606.ENSP00000262662",,,"0.9","0.627",,,,"0.989","0.741"
"pp","9606.ENSP00000227507 (pp) 9606.ENSP00000418960","false","pp","9606.ENSP00000227507 (pp) 9606.ENSP00000418960",,,,"0.51",,,,"0.922","0.848"
"pp","9606.ENSP00000300403 (pp) 9606.ENSP00000336799","false","pp","9606.ENSP00000300403 (pp) 9606.ENSP00000336799","0.129",,,"0.9",,,,"0.919","0.146"
"pp","9606.ENSP00000227507 (pp) 9606.ENSP00000362082","false","pp","9606.ENSP00000227507 (pp) 9606.ENSP00000362082",,"0.064","0.9",,,,,"0.939","0.405"
"pp","9606.ENSP00000300403 (pp) 9606.ENSP00000499238","false","pp","9606.ENSP00000300403 (pp) 9606.ENSP00000499238","0.853",,,,,,,"0.964","0.768"
"pp","9606.ENSP00000300403 (pp) 9606.ENSP00000412292","false","pp","9606.ENSP00000300403 (pp) 9606.ENSP00000412292","0.782",,,,,,,"0.903","0.573"
"pp","9606.ENSP00000300403 (pp) 9606.ENSP00000336868","false","pp","9606.ENSP00000300403 (pp) 9606.ENSP00000336868","0.791",,,,,,,"0.882","0.461"
"pp","9606.ENSP00000227507 (pp) 9606.ENSP00000384849","false","pp","9606.ENSP00000227507 (pp) 9606.ENSP00000384849","0.119",,"0.9","0.996",,,,"0.999","0.996"
"pp","9606.ENSP00000300403 (pp) 9606.ENSP00000414109","false","pp","9606.ENSP00000300403 (pp) 9606.ENSP00000414109","0.814",,,,,,,"0.892","0.447"
"pp","9606.ENSP00000300403 (pp) 9606.ENSP00000438483","false","pp","9606.ENSP00000300403 (pp) 9606.ENSP00000438483","0.611",,,"0.298",,,,"0.867","0.552"
"pp","9606.ENSP00000227507 (pp) 9606.ENSP00000365230","false","pp","9606.ENSP00000227507 (pp) 9606.ENSP00000365230","0.053",,,,,,,"0.808","0.806"
"pp","9606.ENSP00000300403 (pp) 9606.ENSP00000481380","false","pp","9606.ENSP00000300403 (pp) 9606.ENSP00000481380","0.86",,,,,,,"0.954","0.691"
"pp","9606.ENSP00000227507 (pp) 9606.ENSP00000360266","false","pp","9606.ENSP00000227507 (pp) 9606.ENSP00000360266","0.042",,"0.5","0.292",,,,"0.919","0.79"
"pp","9606.ENSP00000227507 (pp) 9606.ENSP00000363822","false","pp","9606.ENSP00000227507 (pp) 9606.ENSP00000363822","0.073",,,"0.739",,,,"0.955","0.831"
"pp","9606.ENSP00000300403 (pp) 9606.ENSP00000348838","false","pp","9606.ENSP00000300403 (pp) 9606.ENSP00000348838","0.866",,,"0.042",,,,"0.965","0.751"
"pp","9606.ENSP00000227507 (pp) 9606.ENSP00000269305","false","pp","9606.ENSP00000227507 (pp) 9606.ENSP00000269305",,,,"0.292",,,,"0.946","0.928"
"pp","9606.ENSP00000227507 (pp) 9606.ENSP00000264657","false","pp","9606.ENSP00000227507 (pp) 9606.ENSP00000264657","0.054",,"0.5","0.645",,,,"0.98","0.899"
"pp","9606.ENSP00000227507 (pp) 9606.ENSP00000362649","false","pp","9606.ENSP00000227507 (pp) 9606.ENSP00000362649","0.06",,,"0.601",,,,"0.833","0.59"
"pp","9606.ENSP00000300403 (pp) 9606.ENSP00000323300","false","pp","9606.ENSP00000300403 (pp) 9606.ENSP00000323300","0.745",,,"0.091",,,,"0.854","0.422"
"pp","9606.ENSP00000227507 (pp) 9606.ENSP00000362680","false","pp","9606.ENSP00000227507 (pp) 9606.ENSP00000362680","0.087",,"0.4","0.287",,,,"0.875","0.719"
"pp","9606.ENSP00000300738 (pp) 9606.ENSP00000480987","false","pp","9606.ENSP00000300738 (pp) 9606.ENSP00000480987","0.89",,,,,,,"0.913","0.246"
"pp","9606.ENSP00000300403 (pp) 9606.ENSP00000328228","false","pp","9606.ENSP00000300403 (pp) 9606.ENSP00000328228","0.739",,,,,,,"0.81","0.305"
"pp","9606.ENSP00000300403 (pp) 9606.ENSP00000362146","false","pp","9606.ENSP00000300403 (pp) 9606.ENSP00000362146","0.814",,,,,,,"0.919","0.584"
"pp","9606.ENSP00000227507 (pp) 9606.ENSP00000385269","false","pp","9606.ENSP00000227507 (pp) 9606.ENSP00000385269","0.044",,"0.9",,,,,"0.946","0.488"
"pp","9606.ENSP00000300738 (pp) 9606.ENSP00000363641","false","pp","9606.ENSP00000300738 (pp) 9606.ENSP00000363641","0.224",,"0.75",,,,"0.057","0.856","0.307"
"pp","9606.ENSP00000300738 (pp) 9606.ENSP00000369314","false","pp","9606.ENSP00000300738 (pp) 9606.ENSP00000369314","0.579",,"0.75","0.412",,,"0.12","0.976","0.629"
"pp","9606.ENSP00000227507 (pp) 9606.ENSP00000437955","false","pp","9606.ENSP00000227507 (pp) 9606.ENSP00000437955","0.042",,"0.4",,,,,"0.876","0.803"
"pp","9606.ENSP00000300738 (pp) 9606.ENSP00000320171","false","pp","9606.ENSP00000300738 (pp) 9606.ENSP00000320171","0.067",,"0.9",,,,,"0.928","0.295"
"pp","9606.ENSP00000227507 (pp) 9606.ENSP00000262643","false","pp","9606.ENSP00000227507 (pp) 9606.ENSP00000262643","0.105",,"0.5",,,,,"0.841","0.675"
"pp","9606.ENSP00000227507 (pp) 9606.ENSP00000335153","false","pp","9606.ENSP00000227507 (pp) 9606.ENSP00000335153","0.048",,,"0.186",,,,"0.819","0.786"
"pp","9606.ENSP00000300738 (pp) 9606.ENSP00000411532","false","pp","9606.ENSP00000300738 (pp) 9606.ENSP00000411532","0.508",,,,,,,"0.882","0.771"
"pp","9606.ENSP00000228825 (pp) 9606.ENSP00000365745","false","pp","9606.ENSP00000228825 (pp) 9606.ENSP00000365745","0.042",,,"0.434",,,,"0.806","0.672"
"pp","9606.ENSP00000228318 (pp) 9606.ENSP00000262030","false","pp","9606.ENSP00000228318 (pp) 9606.ENSP00000262030","0.895",,,,,,,"0.964","0.671"
"pp","9606.ENSP00000227507 (pp) 9606.ENSP00000368458","false","pp","9606.ENSP00000227507 (pp) 9606.ENSP00000368458","0.049",,"0.9","0.842",,,,"0.989","0.373"
"pp","9606.ENSP00000300738 (pp) 9606.ENSP00000368458","false","pp","9606.ENSP00000300738 (pp) 9606.ENSP00000368458","0.895",,,"0.091",,,"0.057","0.933","0.349"
"pp","9606.ENSP00000228318 (pp) 9606.ENSP00000381736","false","pp","9606.ENSP00000228318 (pp) 9606.ENSP00000381736","0.963",,,"0.161",,,,"0.977","0.336"
"pp","9606.ENSP00000300935 (pp) 9606.ENSP00000376197","false","pp","9606.ENSP00000300935 (pp) 9606.ENSP00000376197","0.042",,,"0.51",,,,"0.891","0.788"
"pp","9606.ENSP00000300738 (pp) 9606.ENSP00000301019","false","pp","9606.ENSP00000300738 (pp) 9606.ENSP00000301019","0.744",,,"0.091",,,,"0.811","0.256"
"pp","9606.ENSP00000300738 (pp) 9606.ENSP00000353770","false","pp","9606.ENSP00000300738 (pp) 9606.ENSP00000353770","0.689","0.534","0.9","0.933",,,,"0.999","0.999"
"pp","9606.ENSP00000228318 (pp) 9606.ENSP00000360671","false","pp","9606.ENSP00000228318 (pp) 9606.ENSP00000360671","0.54",,,"0.093",,,,"0.86","0.693"
"pp","9606.ENSP00000300935 (pp) 9606.ENSP00000306010","false","pp","9606.ENSP00000300935 (pp) 9606.ENSP00000306010","0.133",,"0.5","0.334",,,,"0.857","0.564"
"pp","9606.ENSP00000300935 (pp) 9606.ENSP00000362424","false","pp","9606.ENSP00000300935 (pp) 9606.ENSP00000362424",,,,,,,,"0.91","0.911"
"pp","9606.ENSP00000229214 (pp) 9606.ENSP00000411010","false","pp","9606.ENSP00000229214 (pp) 9606.ENSP00000411010","0.671",,,"0.984",,,,"0.996","0.457"
"pp","9606.ENSP00000300738 (pp) 9606.ENSP00000307288","false","pp","9606.ENSP00000300738 (pp) 9606.ENSP00000307288","0.883",,,"0.109",,,,"0.921","0.309"
"pp","9606.ENSP00000228318 (pp) 9606.ENSP00000377958","false","pp","9606.ENSP00000228318 (pp) 9606.ENSP00000377958","0.787",,,"0.181",,,,"0.825","0.082"
"pp","9606.ENSP00000228825 (pp) 9606.ENSP00000497733","false","pp","9606.ENSP00000228825 (pp) 9606.ENSP00000497733","0.446",,"0.5","0.166",,,,"0.841","0.396"
"pp","9606.ENSP00000301019 (pp) 9606.ENSP00000378699","false","pp","9606.ENSP00000301019 (pp) 9606.ENSP00000378699","0.494",,,"0.837",,,,"0.967","0.635"
"pp","9606.ENSP00000228825 (pp) 9606.ENSP00000494750","false","pp","9606.ENSP00000228825 (pp) 9606.ENSP00000494750","0.336",,"0.9","0.406",,,,"0.968","0.298"
"pp","9606.ENSP00000228825 (pp) 9606.ENSP00000458162","false","pp","9606.ENSP00000228825 (pp) 9606.ENSP00000458162","0.201",,"0.9","0.406",,,,"0.964","0.339"
"pp","9606.ENSP00000228825 (pp) 9606.ENSP00000354251","false","pp","9606.ENSP00000228825 (pp) 9606.ENSP00000354251","0.063",,"0.65",,,,,"0.802","0.445"
"pp","9606.ENSP00000300935 (pp) 9606.ENSP00000448012","false","pp","9606.ENSP00000300935 (pp) 9606.ENSP00000448012",,,"0.5","0.302",,,,"0.961","0.899"
"pp","9606.ENSP00000229214 (pp) 9606.ENSP00000253237","false","pp","9606.ENSP00000229214 (pp) 9606.ENSP00000253237","0.869",,,,,,,"0.871","0.059"
"pp","9606.ENSP00000301019 (pp) 9606.ENSP00000418268","false","pp","9606.ENSP00000301019 (pp) 9606.ENSP00000418268","0.889",,"0.5","0.136",,,,"0.997","0.945"
"pp","9606.ENSP00000301019 (pp) 9606.ENSP00000362146","false","pp","9606.ENSP00000301019 (pp) 9606.ENSP00000362146","0.684",,,,,,,"0.834","0.496"
"pp","9606.ENSP00000301019 (pp) 9606.ENSP00000481380","false","pp","9606.ENSP00000301019 (pp) 9606.ENSP00000481380","0.606",,"0.4","0.851",,,,"0.989","0.737"
"pp","9606.ENSP00000229214 (pp) 9606.ENSP00000362105","false","pp","9606.ENSP00000229214 (pp) 9606.ENSP00000362105","0.878",,"0.8","0.986",,,,"0.999","0.559"
"pp","9606.ENSP00000301019 (pp) 9606.ENSP00000476117","false","pp","9606.ENSP00000301019 (pp) 9606.ENSP00000476117","0.155",,,"0.954",,,,"0.977","0.462"
"pp","9606.ENSP00000301019 (pp) 9606.ENSP00000355958","false","pp","9606.ENSP00000301019 (pp) 9606.ENSP00000355958","0.689",,,"0.748",,,,"0.998","0.98"
"pp","9606.ENSP00000229214 (pp) 9606.ENSP00000338862","false","pp","9606.ENSP00000229214 (pp) 9606.ENSP00000338862","0.933",,,"0.164",,,,"0.941",
"pp","9606.ENSP00000301019 (pp) 9606.ENSP00000411532","false","pp","9606.ENSP00000301019 (pp) 9606.ENSP00000411532","0.46",,,"0.292",,,,"0.868","0.684"
"pp","9606.ENSP00000229214 (pp) 9606.ENSP00000432119","false","pp","9606.ENSP00000229214 (pp) 9606.ENSP00000432119","0.831",,,"0.069",,,,"0.853","0.146"
"pp","9606.ENSP00000229214 (pp) 9606.ENSP00000272317","false","pp","9606.ENSP00000229214 (pp) 9606.ENSP00000272317","0.108",,,"0.914",,,,"0.92",
"pp","9606.ENSP00000301019 (pp) 9606.ENSP00000345571","false","pp","9606.ENSP00000301019 (pp) 9606.ENSP00000345571","0.367",,"0.5",,,,,"0.833","0.516"
"pp","9606.ENSP00000229214 (pp) 9606.ENSP00000317992","false","pp","9606.ENSP00000229214 (pp) 9606.ENSP00000317992","0.841",,,"0.069",,,,"0.857","0.115"
"pp","9606.ENSP00000229214 (pp) 9606.ENSP00000476117","false","pp","9606.ENSP00000229214 (pp) 9606.ENSP00000476117","0.634",,"0.5",,,,,"0.832","0.16"
"pp","9606.ENSP00000229214 (pp) 9606.ENSP00000323046","false","pp","9606.ENSP00000229214 (pp) 9606.ENSP00000323046","0.23",,"0.4","0.552",,,,"0.803","0.161"
"pp","9606.ENSP00000301019 (pp) 9606.ENSP00000313171","false","pp","9606.ENSP00000301019 (pp) 9606.ENSP00000313171","0.716",,,"0.065",,,,"0.801","0.314"
"pp","9606.ENSP00000229214 (pp) 9606.ENSP00000477848","false","pp","9606.ENSP00000229214 (pp) 9606.ENSP00000477848","0.526",,,"0.995",,,,"0.998","0.346"
